SCORE:	binder_aligned_rmsd	pae_binder	pae_interaction	pae_target	plddt_binder	plddt_target	plddt_total	target_aligned_rmsd	time	description	successful
SCORE:	0.615	4.166	15.164	3.649	84.68	93.751	90.333	5.045	10.793	5o45-200by5_128_dldesign_3_af2pred	False
SCORE:	0.713	3.106	15.241	3.658	89.078	93.211	91.458	6.261	11.667	5o45-200by5_197_dldesign_2_af2pred	False
SCORE:	1.525	6.052	15.282	3.708	81.307	93.04	88.004	2.539	12.158	5o45-200by5_147_dldesign_0_af2pred	False
SCORE:	1.527	7.226	15.288	4.252	68.164	91.083	81.602	5.208	11.178	5o45-200by5_157_dldesign_0_af2pred	False
SCORE:	1.522	3.81	15.377	3.673	82.025	93.541	89.167	4.874	10.733	5o45-200by5_103_dldesign_0_af2pred	False
SCORE:	1.11	6.549	15.411	3.843	68.768	92.252	83.545	1.895	10.705	5o45-200by5_130_dldesign_0_af2pred	False
SCORE:	0.615	2.526	15.42	3.686	89.23	93.178	91.598	4.862	11.516	5o45-200by5_62_dldesign_4_af2pred	False
SCORE:	2.008	6.457	15.491	3.753	74.814	92.374	85.35	12.33	21.797	5o45-200by5_109_dldesign_0_af2pred	False
SCORE:	0.409	2.378	15.523	3.676	92.897	93.702	93.356	1.511	12.044	5o45-200by5_160_dldesign_4_af2pred	False
SCORE:	3.767	8.75	15.638	3.793	63.118	92.355	80.031	4.584	11.878	5o45-200by5_190_dldesign_2_af2pred	False
SCORE:	0.593	2.35	15.748	3.616	90.385	93.478	92.167	2.485	11.656	5o45-200by5_6_dldesign_2_af2pred	False
SCORE:	0.487	2.018	15.827	3.613	94.95	94.048	94.435	0.945	11.792	5o45-200by5_160_dldesign_3_af2pred	False
SCORE:	0.601	3.235	16.074	3.753	82.412	92.964	89.252	10.191	11.089	5o45-200by5_100_dldesign_3_af2pred	False
SCORE:	1.313	3.053	16.112	3.572	85.759	93.425	90.096	5.607	11.583	5o45-200by5_104_dldesign_1_af2pred	False
SCORE:	1.572	3.256	16.158	3.642	87.195	93.855	91.267	3.637	11.501	5o45-200by5_24_dldesign_4_af2pred	False
SCORE:	0.632	2.898	16.204	3.618	90.139	93.971	92.386	3.893	11.563	5o45-200by5_140_dldesign_3_af2pred	False
SCORE:	3.202	9.46	16.261	3.769	70.341	92.917	84.617	4.301	11.068	5o45-200by5_167_dldesign_3_af2pred	False
SCORE:	1.481	3.0	16.314	3.672	84.855	93.006	89.508	4.206	11.751	5o45-200by5_64_dldesign_2_af2pred	False
SCORE:	0.395	3.238	16.363	3.635	86.08	93.566	90.657	3.384	10.999	5o45-200by5_118_dldesign_0_af2pred	False
SCORE:	0.776	3.592	16.363	3.647	85.652	93.976	90.994	2.95	10.413	5o45-200by5_25_dldesign_3_af2pred	False
SCORE:	0.73	4.911	16.482	3.946	77.291	92.569	87.195	5.335	10.242	5o45-200by5_138_dldesign_2_af2pred	False
SCORE:	2.243	5.618	16.504	3.829	84.277	93.063	89.674	5.918	11.461	5o45-200by5_149_dldesign_1_af2pred	False
SCORE:	0.467	2.288	16.537	3.546	91.134	93.923	92.747	7.543	12.17	5o45-200by5_74_dldesign_1_af2pred	False
SCORE:	0.648	4.229	16.572	3.825	83.317	93.296	89.627	3.437	10.621	5o45-200by5_129_dldesign_1_af2pred	False
SCORE:	5.63	10.563	16.605	3.953	63.326	90.979	79.541	12.182	11.32	5o45-200by5_1_dldesign_2_af2pred	False
SCORE:	0.747	4.562	16.667	3.673	83.329	93.203	88.94	4.853	12.205	5o45-200by5_81_dldesign_0_af2pred	False
SCORE:	0.466	2.695	16.747	3.725	88.385	93.769	91.807	2.907	10.884	5o45-200by5_40_dldesign_1_af2pred	False
SCORE:	0.738	3.257	16.79	3.669	88.4	93.691	91.531	2.932	11.752	5o45-200by5_151_dldesign_4_af2pred	False
SCORE:	21.993	12.686	16.803	4.182	64.58	91.575	79.854	28.586	11.771	5o45-200by5_89_dldesign_2_af2pred	False
SCORE:	0.521	3.35	16.856	3.695	85.458	93.83	90.625	2.058	10.558	5o45-200by5_17_dldesign_0_af2pred	False
SCORE:	2.166	7.961	16.941	4.061	77.624	92.647	86.809	3.368	10.796	5o45-200by5_185_dldesign_2_af2pred	False
SCORE:	1.207	5.075	17.019	3.893	79.225	91.896	86.457	2.416	11.57	5o45-200by5_137_dldesign_4_af2pred	False
SCORE:	1.7	8.14	17.039	3.85	65.922	91.602	82.403	3.566	10.57	5o45-200by5_56_dldesign_1_af2pred	False
SCORE:	0.77	3.039	17.169	3.8	87.211	93.181	90.696	5.71	12.115	5o45-200by5_132_dldesign_4_af2pred	False
SCORE:	1.024	7.61	17.208	3.886	62.538	92.397	81.894	1.437	10.25	5o45-200by5_10_dldesign_3_af2pred	False
SCORE:	0.576	3.575	17.219	3.675	86.519	93.58	90.622	4.406	11.504	5o45-200by5_142_dldesign_4_af2pred	False
SCORE:	0.451	3.562	17.45	3.908	82.579	92.942	88.768	3.977	11.817	5o45-200by5_183_dldesign_0_af2pred	False
SCORE:	19.507	8.925	17.521	4.011	70.995	92.354	84.436	25.104	10.797	5o45-200by5_130_dldesign_1_af2pred	False
SCORE:	1.205	3.468	17.626	3.908	87.359	92.949	90.713	4.246	11.086	5o45-200by5_172_dldesign_2_af2pred	False
SCORE:	1.646	3.38	17.662	3.823	82.537	92.821	88.795	7.793	10.714	5o45-200by5_191_dldesign_0_af2pred	False
SCORE:	0.516	3.166	17.682	3.821	83.354	93.547	89.928	2.905	10.404	5o45-200by5_45_dldesign_2_af2pred	False
SCORE:	0.479	6.349	17.705	3.858	63.657	91.838	81.925	2.943	10.334	5o45-200by5_10_dldesign_1_af2pred	False
SCORE:	0.586	2.905	17.785	3.485	90.036	94.251	92.508	4.792	11.818	5o45-200by5_69_dldesign_1_af2pred	False
SCORE:	0.774	5.39	17.821	4.03	75.098	92.631	85.618	3.642	11.329	5o45-200by5_41_dldesign_3_af2pred	False
SCORE:	0.914	4.794	17.873	3.739	77.91	92.71	86.51	5.983	11.676	5o45-200by5_73_dldesign_3_af2pred	False
SCORE:	1.751	8.763	17.878	3.965	62.155	91.563	79.244	4.96	11.492	5o45-200by5_73_dldesign_0_af2pred	False
SCORE:	0.782	4.472	17.93	3.837	78.951	93.133	87.266	6.751	11.864	5o45-200by5_69_dldesign_3_af2pred	False
SCORE:	1.097	7.39	17.935	3.742	69.779	93.369	84.27	10.343	10.772	5o45-200by5_179_dldesign_1_af2pred	False
SCORE:	0.534	3.565	18.152	3.588	88.139	94.378	91.781	4.381	12.212	5o45-200by5_94_dldesign_1_af2pred	False
SCORE:	6.783	9.474	18.21	3.834	62.347	91.882	80.49	12.718	11.725	5o45-200by5_179_dldesign_4_af2pred	False
SCORE:	0.466	2.882	18.25	3.659	87.896	94.147	91.595	3.875	11.365	5o45-200by5_116_dldesign_0_af2pred	False
SCORE:	1.892	4.522	18.375	3.606	77.682	93.351	87.171	3.445	11.616	5o45-200by5_58_dldesign_2_af2pred	False
SCORE:	0.398	2.666	18.42	3.69	88.871	94.03	92.055	1.488	10.924	5o45-200by5_115_dldesign_2_af2pred	False
SCORE:	4.709	7.938	18.462	3.934	67.911	91.638	82.841	7.102	10.855	5o45-200by5_130_dldesign_3_af2pred	False
SCORE:	0.449	2.956	18.641	3.674	89.067	93.641	91.749	6.28	11.87	5o45-200by5_27_dldesign_2_af2pred	False
SCORE:	0.55	5.936	18.765	3.717	69.066	93.921	84.707	2.677	10.848	5o45-200by5_107_dldesign_0_af2pred	False
SCORE:	4.141	9.17	18.816	4.096	59.574	91.597	79.627	6.104	10.923	5o45-200by5_110_dldesign_2_af2pred	False
SCORE:	21.21	14.792	18.84	4.086	60.212	91.837	78.105	28.007	11.945	5o45-200by5_89_dldesign_0_af2pred	False
SCORE:	1.608	8.19	18.941	3.712	78.78	93.096	87.174	5.589	11.438	5o45-200by5_105_dldesign_0_af2pred	False
SCORE:	0.726	5.648	18.957	3.598	71.369	93.658	85.126	2.107	193.501	5o45-200by5_17_dldesign_3_af2pred	False
SCORE:	0.697	3.962	19.085	3.855	83.72	93.62	90.105	2.659	10.362	5o45-200by5_14_dldesign_1_af2pred	False
SCORE:	1.656	6.677	19.14	3.652	69.908	93.992	84.773	3.938	11.051	5o45-200by5_17_dldesign_2_af2pred	False
SCORE:	0.512	3.492	19.153	3.578	85.895	94.345	90.827	3.86	193.299	5o45-200by5_94_dldesign_0_af2pred	False
SCORE:	0.781	4.273	19.178	3.722	88.077	94.225	91.965	3.339	10.949	5o45-200by5_77_dldesign_1_af2pred	False
SCORE:	2.252	7.424	19.243	4.063	68.334	92.103	82.271	13.428	11.561	5o45-200by5_157_dldesign_3_af2pred	False
SCORE:	0.993	5.42	19.27	3.667	73.151	93.646	85.392	2.808	11.546	5o45-200by5_192_dldesign_0_af2pred	False
SCORE:	1.242	2.942	19.276	3.64	86.954	94.018	91.022	4.62	11.738	5o45-200by5_6_dldesign_3_af2pred	False
SCORE:	0.539	4.605	19.278	3.729	81.493	93.016	88.281	4.751	11.386	5o45-200by5_43_dldesign_2_af2pred	False
SCORE:	18.15	11.344	19.313	3.926	60.784	92.204	79.041	22.795	11.447	5o45-200by5_122_dldesign_0_af2pred	False
SCORE:	0.531	3.925	19.357	3.814	80.639	93.402	88.871	4.383	10.203	5o45-200by5_126_dldesign_0_af2pred	False
SCORE:	0.394	2.588	19.385	3.558	91.249	94.537	93.177	6.387	11.948	5o45-200by5_199_dldesign_1_af2pred	False
SCORE:	19.984	7.898	19.582	3.781	75.681	93.47	86.875	25.772	10.521	5o45-200by5_130_dldesign_2_af2pred	False
SCORE:	0.885	3.569	19.679	3.61	87.967	94.166	91.49	6.329	12.155	5o45-200by5_84_dldesign_2_af2pred	False
SCORE:	1.628	6.44	19.745	3.686	68.857	93.458	84.115	6.484	10.916	5o45-200by5_103_dldesign_3_af2pred	False
SCORE:	0.471	2.674	19.91	3.592	92.052	94.487	93.473	5.837	11.938	5o45-200by5_132_dldesign_2_af2pred	False
SCORE:	0.814	4.698	19.966	3.563	75.008	94.103	86.256	3.6	11.323	5o45-200by5_31_dldesign_0_af2pred	False
SCORE:	0.626	3.887	20.136	3.602	84.444	94.354	90.255	7.428	11.475	5o45-200by5_140_dldesign_1_af2pred	False
SCORE:	0.462	2.521	20.151	3.557	90.378	94.348	92.706	6.349	11.464	5o45-200by5_161_dldesign_2_af2pred	False
SCORE:	1.461	3.779	20.254	3.689	79.334	93.654	88.301	2.958	10.879	5o45-200by5_110_dldesign_0_af2pred	False
SCORE:	2.003	3.781	20.258	3.953	87.468	93.069	90.637	4.787	11.776	5o45-200by5_34_dldesign_2_af2pred	False
SCORE:	0.451	2.742	20.279	3.616	91.396	94.176	93.026	2.82	11.493	5o45-200by5_27_dldesign_1_af2pred	False
SCORE:	3.68	5.421	20.291	3.742	72.718	93.487	85.356	8.393	11.04	5o45-200by5_191_dldesign_1_af2pred	False
SCORE:	0.467	3.308	20.439	3.642	84.339	94.495	90.89	5.165	10.388	5o45-200by5_45_dldesign_0_af2pred	False
SCORE:	2.869	9.208	20.459	4.146	57.173	91.885	79.675	7.366	10.414	5o45-200by5_10_dldesign_0_af2pred	False
SCORE:	1.632	4.659	20.536	3.613	77.694	94.279	87.931	3.885	11.135	5o45-200by5_17_dldesign_4_af2pred	False
SCORE:	2.752	8.125	20.576	4.223	71.464	92.09	83.134	7.058	11.517	5o45-200by5_34_dldesign_1_af2pred	False
SCORE:	0.559	3.436	20.608	3.58	85.214	94.291	90.512	3.736	11.308	5o45-200by5_94_dldesign_2_af2pred	False
SCORE:	9.03	11.234	20.629	3.96	57.769	92.33	78.701	9.458	11.071	5o45-200by5_186_dldesign_1_af2pred	False
SCORE:	1.434	5.369	20.795	3.78	70.776	93.857	85.516	4.96	10.828	5o45-200by5_194_dldesign_0_af2pred	False
SCORE:	0.784	3.199	20.838	3.602	86.444	94.249	91.171	8.441	11.635	5o45-200by5_58_dldesign_3_af2pred	False
SCORE:	1.819	5.636	20.855	3.731	83.421	93.42	89.128	15.982	12.463	5o45-200by5_147_dldesign_3_af2pred	False
SCORE:	18.046	7.015	20.861	3.907	78.709	93.239	86.894	21.102	11.774	5o45-200by5_8_dldesign_0_af2pred	False
SCORE:	2.0	4.435	20.869	3.535	89.641	94.584	92.45	17.766	12.13	5o45-200by5_164_dldesign_2_af2pred	False
SCORE:	0.976	7.364	20.905	4.133	69.243	92.451	83.5	4.951	10.985	5o45-200by5_66_dldesign_1_af2pred	False
SCORE:	0.904	3.243	20.962	3.616	86.844	94.139	91.102	2.42	11.274	5o45-200by5_189_dldesign_4_af2pred	False
SCORE:	18.723	9.791	21.009	3.803	64.015	93.009	82.81	23.543	10.219	5o45-200by5_10_dldesign_2_af2pred	False
SCORE:	0.716	6.538	21.01	3.746	71.466	93.577	85.048	5.584	10.623	5o45-200by5_179_dldesign_3_af2pred	False
SCORE:	1.473	2.893	21.285	3.643	87.885	93.98	91.364	4.938	12.032	5o45-200by5_64_dldesign_3_af2pred	False
SCORE:	1.496	4.6	21.335	3.872	80.503	93.882	89.176	10.978	10.288	5o45-200by5_163_dldesign_4_af2pred	False
SCORE:	0.908	4.721	21.412	3.801	79.856	93.445	87.753	7.489	11.45	5o45-200by5_73_dldesign_4_af2pred	False
SCORE:	2.872	9.087	21.436	4.116	62.539	92.363	80.026	5.102	11.65	5o45-200by5_133_dldesign_0_af2pred	False
SCORE:	1.824	3.896	21.466	3.668	79.662	94.161	88.876	3.606	10.95	5o45-200by5_35_dldesign_3_af2pred	False
SCORE:	0.634	3.118	21.491	3.601	90.145	94.741	92.865	4.142	11.38	5o45-200by5_116_dldesign_2_af2pred	False
SCORE:	0.705	3.529	21.537	3.676	88.831	94.513	92.193	4.782	11.184	5o45-200by5_151_dldesign_0_af2pred	False
SCORE:	0.531	4.142	21.611	3.711	84.602	94.264	90.624	2.783	10.812	5o45-200by5_128_dldesign_4_af2pred	False
SCORE:	0.853	5.56	21.612	3.731	75.084	93.883	86.469	3.294	11.213	5o45-200by5_60_dldesign_1_af2pred	False
SCORE:	1.325	5.211	21.659	3.863	82.178	93.378	88.686	6.474	11.642	5o45-200by5_145_dldesign_4_af2pred	False
SCORE:	19.581	8.785	21.714	3.721	77.439	93.597	87.134	33.182	11.421	5o45-200by5_109_dldesign_1_af2pred	False
SCORE:	0.667	7.116	21.772	3.834	73.015	93.698	85.72	4.775	10.895	5o45-200by5_66_dldesign_2_af2pred	False
SCORE:	0.483	2.502	21.804	3.604	93.704	94.608	94.22	5.036	11.94	5o45-200by5_176_dldesign_0_af2pred	False
SCORE:	1.101	7.226	21.835	4.065	63.457	92.856	81.957	4.418	10.82	5o45-200by5_75_dldesign_0_af2pred	False
SCORE:	1.377	7.43	21.871	3.709	69.585	93.586	83.346	3.212	11.656	5o45-200by5_30_dldesign_2_af2pred	False
SCORE:	1.028	4.167	21.898	3.781	83.21	93.84	89.25	4.348	11.677	5o45-200by5_165_dldesign_0_af2pred	False
SCORE:	0.465	2.6	21.901	3.721	89.279	94.158	92.262	3.319	10.873	5o45-200by5_46_dldesign_2_af2pred	False
SCORE:	23.644	12.483	21.91	3.613	56.345	93.38	78.061	38.458	11.345	5o45-200by5_42_dldesign_2_af2pred	False
SCORE:	8.228	10.1	21.948	3.678	57.91	93.369	80.668	14.659	193.704	5o45-200by5_56_dldesign_4_af2pred	False
SCORE:	15.854	10.822	21.962	3.632	59.069	92.526	78.51	21.571	12.435	5o45-200by5_122_dldesign_2_af2pred	False
SCORE:	0.402	3.228	21.994	3.519	88.812	94.889	92.528	4.936	187.778	5o45-200by5_118_dldesign_1_af2pred	False
SCORE:	0.982	3.118	21.995	3.64	87.762	94.364	91.779	5.03	11.666	5o45-200by5_191_dldesign_2_af2pred	False
SCORE:	11.503	14.781	22.002	3.814	64.661	93.617	82.62	17.159	10.818	5o45-200by5_95_dldesign_2_af2pred	False
SCORE:	1.103	3.987	22.062	3.886	85.948	93.508	90.322	8.432	11.255	5o45-200by5_108_dldesign_3_af2pred	False
SCORE:	1.085	3.173	22.102	3.708	89.921	94.047	92.308	4.246	11.816	5o45-200by5_120_dldesign_4_af2pred	False
SCORE:	1.422	3.665	22.12	3.757	84.108	93.641	89.623	6.362	11.378	5o45-200by5_12_dldesign_4_af2pred	False
SCORE:	0.884	2.942	22.15	3.533	91.143	94.499	93.093	6.262	11.887	5o45-200by5_73_dldesign_2_af2pred	False
SCORE:	0.947	6.276	22.151	3.955	75.303	93.433	85.982	7.962	11.427	5o45-200by5_43_dldesign_3_af2pred	False
SCORE:	2.327	9.327	22.169	4.149	62.131	92.269	79.803	8.34	10.978	5o45-200by5_157_dldesign_4_af2pred	False
SCORE:	0.448	2.256	22.176	3.704	94.3	94.121	94.195	10.4	11.671	5o45-200by5_27_dldesign_4_af2pred	False
SCORE:	0.487	3.261	22.268	3.673	85.86	94.589	91.353	4.731	10.778	5o45-200by5_107_dldesign_3_af2pred	False
SCORE:	1.587	5.437	22.295	3.645	74.273	94.025	86.349	3.944	11.242	5o45-200by5_24_dldesign_3_af2pred	False
SCORE:	0.341	2.314	22.348	3.57	92.891	94.794	94.023	4.699	11.394	5o45-200by5_2_dldesign_4_af2pred	False
SCORE:	1.011	4.904	22.479	3.613	77.544	94.42	87.439	5.602	11.418	5o45-200by5_140_dldesign_0_af2pred	False
SCORE:	0.48	2.997	22.563	3.6	88.818	94.657	92.388	4.472	11.08	5o45-200by5_118_dldesign_2_af2pred	False
SCORE:	14.867	12.273	22.602	4.055	52.973	92.373	77.176	19.493	10.704	5o45-200by5_66_dldesign_0_af2pred	False
SCORE:	0.643	3.16	22.607	3.676	82.88	94.506	90.379	7.773	149.638	5o45-200by5_166_dldesign_3_af2pred	False
SCORE:	0.908	3.627	22.721	3.636	90.157	94.597	92.846	5.969	11.268	5o45-200by5_175_dldesign_2_af2pred	False
SCORE:	2.79	10.017	22.735	3.82	65.771	93.262	83.155	9.028	10.657	5o45-200by5_167_dldesign_1_af2pred	False
SCORE:	8.098	11.285	22.817	3.742	51.362	92.549	77.796	13.533	10.701	5o45-200by5_56_dldesign_3_af2pred	False
SCORE:	6.017	14.169	22.829	4.274	63.029	92.003	80.413	12.745	11.141	5o45-200by5_172_dldesign_3_af2pred	False
SCORE:	1.454	6.023	22.898	3.9	77.549	93.873	87.389	6.971	11.332	5o45-200by5_135_dldesign_0_af2pred	False
SCORE:	0.502	3.241	22.93	3.574	87.747	94.794	91.734	9.328	12.021	5o45-200by5_104_dldesign_4_af2pred	False
SCORE:	2.461	7.102	22.985	3.804	70.891	93.876	85.79	5.83	10.12	5o45-200by5_163_dldesign_3_af2pred	False
SCORE:	0.395	2.488	23.116	3.558	93.764	95.002	94.49	6.05	11.442	5o45-200by5_199_dldesign_2_af2pred	False
SCORE:	0.563	2.565	23.161	3.547	93.741	94.936	94.438	5.829	11.824	5o45-200by5_132_dldesign_3_af2pred	False
SCORE:	8.523	10.999	23.199	3.798	62.823	93.668	80.909	10.825	11.525	5o45-200by5_42_dldesign_3_af2pred	False
SCORE:	3.292	7.911	23.228	3.687	74.024	94.24	86.442	8.49	10.91	5o45-200by5_179_dldesign_0_af2pred	False
SCORE:	18.763	12.909	23.294	4.015	56.246	92.757	79.221	30.284	10.614	5o45-200by5_75_dldesign_4_af2pred	False
SCORE:	0.91	6.034	23.301	3.902	74.986	93.702	86.483	5.093	11.07	5o45-200by5_66_dldesign_3_af2pred	False
SCORE:	2.674	9.911	23.381	4.074	62.353	92.851	80.236	8.511	11.101	5o45-200by5_157_dldesign_2_af2pred	False
SCORE:	0.85	2.873	23.455	3.682	90.466	94.382	92.992	5.866	10.58	5o45-200by5_14_dldesign_2_af2pred	False
SCORE:	0.555	2.989	23.485	3.652	86.291	94.606	91.375	4.461	10.721	5o45-200by5_46_dldesign_3_af2pred	False
SCORE:	0.616	2.205	23.51	3.487	94.636	95.094	94.895	7.198	12.241	5o45-200by5_80_dldesign_0_af2pred	False
SCORE:	7.768	12.425	23.554	3.887	50.108	92.968	77.615	16.399	10.498	5o45-200by5_178_dldesign_0_af2pred	False
SCORE:	2.241	5.472	23.563	3.657	84.491	94.508	90.159	3.808	11.985	5o45-200by5_193_dldesign_2_af2pred	False
SCORE:	0.585	2.75	23.611	3.571	92.673	95.042	94.062	7.14	11.361	5o45-200by5_199_dldesign_3_af2pred	False
SCORE:	3.007	5.023	23.742	3.712	75.188	94.02	86.981	7.904	10.697	5o45-200by5_110_dldesign_3_af2pred	False
SCORE:	2.312	6.244	23.846	4.057	72.456	93.269	85.241	9.933	10.796	5o45-200by5_49_dldesign_0_af2pred	False
SCORE:	0.47	4.229	23.921	3.739	83.266	94.421	90.461	9.06	10.075	5o45-200by5_20_dldesign_1_af2pred	False
SCORE:	15.572	13.008	23.94	4.038	54.75	92.587	76.936	27.265	11.474	5o45-200by5_140_dldesign_2_af2pred	False
SCORE:	2.697	9.838	23.977	4.037	62.618	93.509	82.643	8.449	10.282	5o45-200by5_163_dldesign_0_af2pred	False
SCORE:	2.696	7.804	24.082	3.955	71.875	93.245	83.966	10.199	11.687	5o45-200by5_184_dldesign_0_af2pred	False
SCORE:	1.159	4.383	24.111	3.608	86.628	94.805	91.748	3.983	11.178	5o45-200by5_134_dldesign_0_af2pred	False
SCORE:	6.566	14.624	24.118	4.193	51.318	91.718	75.786	10.843	10.986	5o45-200by5_186_dldesign_3_af2pred	False
SCORE:	2.194	6.294	24.125	3.897	84.187	93.671	90.013	7.152	11.026	5o45-200by5_149_dldesign_0_af2pred	False
SCORE:	0.717	3.837	24.126	3.935	84.85	93.491	89.761	8.375	11.849	5o45-200by5_81_dldesign_3_af2pred	False
SCORE:	10.197	12.84	24.135	4.138	58.785	92.747	78.52	16.178	11.196	5o45-200by5_86_dldesign_4_af2pred	False
SCORE:	1.002	5.115	24.166	3.613	84.326	94.824	90.654	14.957	10.956	5o45-200by5_135_dldesign_4_af2pred	False
SCORE:	10.373	13.546	24.235	3.767	49.195	92.654	77.087	16.409	10.705	5o45-200by5_56_dldesign_2_af2pred	False
SCORE:	0.862	8.128	24.292	3.907	69.837	93.919	84.917	5.906	10.414	5o45-200by5_159_dldesign_3_af2pred	False
SCORE:	3.69	10.931	24.339	4.074	58.432	93.349	80.404	10.063	10.663	5o45-200by5_75_dldesign_3_af2pred	False
SCORE:	5.095	13.29	24.357	4.199	68.956	92.823	83.276	52.334	11.327	5o45-200by5_106_dldesign_1_af2pred	False
SCORE:	0.494	3.011	24.426	3.692	89.541	94.306	92.273	9.218	12.09	5o45-200by5_44_dldesign_1_af2pred	False
SCORE:	7.947	10.41	24.437	4.057	80.533	93.226	88.149	44.505	11.507	5o45-200by5_106_dldesign_0_af2pred	False
SCORE:	1.576	6.132	24.514	3.732	71.692	94.495	85.502	7.714	11.256	5o45-200by5_58_dldesign_4_af2pred	False
SCORE:	0.974	3.458	24.554	3.832	89.449	94.138	92.399	21.371	10.607	5o45-200by5_83_dldesign_2_af2pred	False
SCORE:	0.865	6.791	24.637	4.029	75.479	93.326	85.803	6.074	11.87	5o45-200by5_65_dldesign_0_af2pred	False
SCORE:	30.685	10.534	24.648	3.761	78.089	93.978	88.136	44.094	11.236	5o45-200by5_167_dldesign_0_af2pred	False
SCORE:	0.692	2.176	24.665	3.733	94.523	94.614	94.581	6.577	10.288	5o45-200by5_162_dldesign_1_af2pred	False
SCORE:	0.752	2.527	24.675	3.612	93.384	94.956	94.388	9.493	10.418	5o45-200by5_162_dldesign_3_af2pred	False
SCORE:	1.055	3.515	24.691	3.62	87.069	94.642	91.411	6.086	11.748	5o45-200by5_55_dldesign_0_af2pred	False
SCORE:	10.482	11.738	24.737	4.143	59.695	92.86	78.966	18.036	11.204	5o45-200by5_86_dldesign_0_af2pred	False
SCORE:	2.701	8.635	24.752	3.935	63.218	93.521	81.833	9.098	10.817	5o45-200by5_49_dldesign_1_af2pred	False
SCORE:	0.608	3.022	24.76	3.558	90.446	95.02	93.08	6.553	11.912	5o45-200by5_148_dldesign_0_af2pred	False
SCORE:	0.846	3.053	24.762	3.633	89.267	94.683	92.414	8.432	11.998	5o45-200by5_187_dldesign_1_af2pred	False
SCORE:	0.853	4.161	24.764	3.774	85.226	94.02	90.202	7.094	12.006	5o45-200by5_57_dldesign_4_af2pred	False
SCORE:	0.79	2.542	24.779	3.477	91.956	94.787	93.593	11.292	11.972	5o45-200by5_74_dldesign_0_af2pred	False
SCORE:	1.188	4.838	24.829	4.018	79.325	93.815	88.718	13.75	10.492	5o45-200by5_163_dldesign_2_af2pred	False
SCORE:	1.142	4.213	24.843	3.663	89.033	94.491	92.248	22.157	11.513	5o45-200by5_48_dldesign_2_af2pred	False
SCORE:	1.597	4.152	24.864	3.615	84.266	94.791	90.41	7.868	11.418	5o45-200by5_94_dldesign_3_af2pred	False
SCORE:	2.801	11.31	24.908	3.934	56.481	93.476	78.886	6.562	11.082	5o45-200by5_98_dldesign_0_af2pred	False
SCORE:	3.043	12.21	24.942	4.021	54.024	93.299	78.739	8.354	10.829	5o45-200by5_75_dldesign_2_af2pred	False
SCORE:	0.384	2.311	24.965	3.632	93.552	95.004	94.475	9.865	193.389	5o45-200by5_40_dldesign_4_af2pred	False
SCORE:	13.703	9.699	24.974	3.841	62.554	94.012	81.084	17.206	11.291	5o45-200by5_111_dldesign_3_af2pred	False
SCORE:	1.546	6.132	24.986	3.832	73.105	94.018	85.952	7.064	11.004	5o45-200by5_49_dldesign_3_af2pred	False
SCORE:	1.343	7.296	25.006	4.069	65.456	93.163	82.558	5.869	10.878	5o45-200by5_195_dldesign_3_af2pred	False
SCORE:	0.736	4.413	25.01	3.716	80.682	94.371	88.565	6.612	12.048	5o45-200by5_197_dldesign_1_af2pred	False
SCORE:	7.991	5.619	25.019	3.953	73.328	93.866	86.315	11.968	10.581	5o45-200by5_18_dldesign_1_af2pred	False
SCORE:	0.416	1.76	25.095	3.647	96.122	94.843	95.333	10.672	10.955	5o45-200by5_38_dldesign_2_af2pred	False
SCORE:	10.521	12.544	25.131	4.143	58.217	92.951	78.4	20.398	11.143	5o45-200by5_86_dldesign_3_af2pred	False
SCORE:	1.669	7.312	25.27	3.639	70.773	94.255	84.863	9.345	11.586	5o45-200by5_152_dldesign_1_af2pred	False
SCORE:	2.101	4.259	25.338	3.485	91.504	95.124	93.561	17.191	12.29	5o45-200by5_164_dldesign_0_af2pred	False
SCORE:	0.954	3.885	25.355	3.763	85.413	94.234	90.706	9.868	11.141	5o45-200by5_158_dldesign_4_af2pred	False
SCORE:	1.14	5.194	25.362	3.661	86.811	94.545	91.367	15.284	11.87	5o45-200by5_48_dldesign_1_af2pred	False
SCORE:	0.513	2.999	25.366	3.593	90.774	94.982	93.197	7.057	11.598	5o45-200by5_148_dldesign_1_af2pred	False
SCORE:	0.869	5.197	25.392	3.76	83.183	94.335	89.548	12.018	12.0	5o45-200by5_137_dldesign_3_af2pred	False
SCORE:	1.057	4.005	25.392	3.543	89.328	95.073	92.682	19.112	11.481	5o45-200by5_91_dldesign_0_af2pred	False
SCORE:	0.558	3.275	25.441	3.605	90.404	94.703	92.836	6.771	11.826	5o45-200by5_57_dldesign_3_af2pred	False
SCORE:	0.862	4.118	25.48	3.801	83.852	94.02	89.734	9.888	11.608	5o45-200by5_120_dldesign_2_af2pred	False
SCORE:	1.965	4.492	25.485	3.762	78.618	94.39	88.353	8.483	10.611	5o45-200by5_38_dldesign_4_af2pred	False
SCORE:	0.863	2.999	25.494	3.486	89.685	95.347	93.248	9.386	10.573	5o45-200by5_107_dldesign_2_af2pred	False
SCORE:	0.639	3.122	25.604	3.616	89.747	94.639	92.515	7.334	12.139	5o45-200by5_57_dldesign_0_af2pred	False
SCORE:	2.891	7.911	25.605	3.866	69.587	93.69	83.345	17.148	191.758	5o45-200by5_137_dldesign_0_af2pred	False
